"id","Rk.pass","QBrec","Cmp","Att.pass","Cmp.","Yds.pass","TD.pass","TD.","Int","Int.","Lng.pass","Y.A.pass","AY.A","Y.C","Y.G.pass","Rate","QBR","Sk","Yds.1.pass","NY.A","ANY.A","Sk.","X4QC","GWD","Rk.rush","Att.rush","Yds.rush","TD.rush","Lng.rush","Y.A.rush","Y.G.rush","A.G","Rec.rush","Yds.1.rush","Y.R.rush","TD.1","Lng.1","R.G.rush","Y.G.1","YScm","RRTD","Fmb.rush","Rk.rec","Rec.rec","Yds.rec","Y.R.rec","TD.rec","Lng.rec","R.G.rec","Y.G.rec","Fmb.rec"
"WeatSt20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"304","1","0","0","0","0.0","0.0","0.1","","","","","","","","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WebbJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338","5","33","6.6","0","15","0.3","2.1","0"
"WeddEr99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258","2","4","0","2","2.0","0.3","0.1","","","","","","","","4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WeedBr00","31","0-5-0","141","267","52.8","1731","9","3.4","9","3.4","95","6.5","5.6","12.3","216.4","70.3","24.7","27","180","5.28","4.51","9.2","0","1","146","12","44","0","11","3.7","5.5","1.5","","","","","","","","44","0","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WeemEr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"456","1","8","8.0","0","8","0.1","0.5","0"
"WelkWe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","73","778","10.7","10","33","5.6","59.8","1"
"WhalGr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","24","259","10.8","2","25","2.7","28.8","0"
"WheaMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324","6","64","10.7","0","21","0.5","5.3","0"
"WhitCh02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181","6","-5","0","0","-0.8","-2.5","3.0","","","","","","","","-5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WhitFo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","28","79","0","11","2.8","5.6","2.0","21","155","7.4","2","35","1.5","11.1","234","2","1","192","21","155","7.4","2","35","1.5","11.1","1"
"WhitMy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"273","9","66","7.3","0","15","1.3","9.4","0"
"WhitRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","63","711","11.3","3","39","4.8","54.7","2"
"WillDa04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","15","178","11.9","0","32","1.5","17.8","2"
"WillDe02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","201","843","3","43","4.2","56.2","13.4","26","333","12.8","1","72","1.7","22.2","1176","4","3","168","26","333","12.8","1","72","1.7","22.2","3"
"WillKy01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259","2","23","0","13","11.5","2.3","0.2","12","113","9.4","0","16","1.2","11.3","136","0","2","246","12","113","9.4","0","16","1.2","11.3","2"
"WillLu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"199","20","272","13.6","1","39","1.3","17.0","0"
"WillMi04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189","22","216","9.8","2","28","3.7","36.0","0"
"WillNi02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375","3","15","5.0","0","6","0.6","3.0","1"
"WillTe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"457","1","51","51.0","0","51","0.3","17.0","0"
"WillTe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222","3","4","0","5","1.3","0.3","0.2","44","736","16.7","5","82","2.8","46.0","740","5","2","94","44","736","16.7","5","82","2.8","46.0","2"
"WilsDa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","44","146","1","18","3.3","29.2","8.8","2","8","4.0","0","6","0.4","1.6","154","1","2","412","2","8","4.0","0","6","0.4","1.6","2"
"WilsMa02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"413","2","13","6.5","0","10","0.2","1.3","0"
"WilsRu00","22","13-3-0","257","407","63.1","3357","26","6.4","9","2.2","80","8.2","8.5","13.1","209.8","101.2","58.94","44","272","6.84","7.10","9.8","4","5","50","96","539","1","27","5.6","33.7","6.0","","","","","","","","539","1","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WingRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305","1","4","0","4","4.0","2.0","0.5","1","2","2.0","0","2","0.5","1.0","6","0","0","458","1","2","2.0","0","2","0.5","1.0","0"
"WinsKe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"149","31","388","12.5","2","34","2.6","32.3","0"
"WittJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","73","851","11.7","8","34","4.6","53.2","0"
"WoodCi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","3","9","0","5","3.0","1.8","0.6","","","","","","","","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WoodDa02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","106","429","2","14","4.0","26.8","6.6","76","605","8.0","6","39","4.8","37.8","1034","8","2","27","76","605","8.0","6","39","4.8","37.8","2"
"WoodRo02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260","2","16","0","13","8.0","1.1","0.1","40","587","14.7","3","57","2.9","41.9","603","3","0","109","40","587","14.7","3","57","2.9","41.9","0"
"WrigJa02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"169","26","434","16.7","3","42","1.6","27.1","0"
"WrigKe01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","94","1079","11.5","2","45","5.9","67.4","2"
"WrigTi01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"306","1","2","0","2","2.0","0.1","0.1","54","571","10.6","5","36","3.4","35.7","573","5","0","61","54","571","10.6","5","36","3.4","35.7","0"
"YateT.00","54","","15","22","68.2","113","0","0.0","2","9.1","20","5.1","1.0","7.5","37.7","42.4","12.21","2","7","4.42","0.67","8.3","","","307","1","0","0","0","0.0","0.0","0.3","","","","","","","","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"YounDa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147","12","41","3","19","3.4","3.2","0.9","4","71","17.8","1","62","0.3","5.5","112","4","0","358","4","71","17.8","1","62","0.3","5.5","0"
