"team","year","league","w","l","t","playoffs","pts.for","pts.ag","pt.dif","coach","o.pt.rnk","o.yd.rnk","d.pt.rnk","d.yd.rnk","pt.dif.rnk","yd.dif.rnk","n.teams","w.pct","pt.dif.gm","pt.dif.qnt","pt.dif.zs"
"nyg",1971,"NFL",4,10,0,"",228,362,-134,"Webster",21,10,25,21,25,16,26,0.285714285714286,-9.57142857142857,0.04,-1.35412405087794
"nyg",1970,"NFL",9,5,0,"",301,270,31,"Webster",8,5,15,17,10,8,26,0.642857142857143,2.21428571428571,0.64,0.309379388657032
"nyg",1969,"NFL",6,8,0,"",264,298,-34,"Webster",13,6,8,8,10,6,16,0.428571428571429,-2.42857142857143,0.4,-0.326310612533031
"nyg",1968,"NFL",7,7,0,"",294,325,-31,"Sherman",7,5,10,10,9,8,16,0.5,-2.21428571428571,0.466666666666667,-0.219648120779811
"nyg",1967,"NFL",7,7,0,"",369,379,-10,"Sherman",3,3,13,11,9,5,16,0.5,-0.714285714285714,0.466666666666667,-0.0822787529245447
"nyg",1966,"NFL",1,12,1,"",263,501,-238,"Sherman",12,9,15,14,15,14,15,0.0714285714285714,-17,0,-1.96542231128852
"nyg",1965,"NFL",7,7,0,"",270,338,-68,"Sherman",10,9,10,14,13,13,14,0.5,-4.85714285714286,0.0769230769230769,-0.817417463135492
"nyg",1964,"NFL",2,10,2,"",241,399,-158,"Sherman",13,13,14,11,14,14,14,0.142857142857143,-11.2857142857143,0,-1.59448448479515
"nyg",1963,"NFL",11,3,0,"Lost Conf",448,280,168,"Sherman",1,1,5,3,1,1,14,0.785714285714286,12,1,1.42142648205402
"nyg",1962,"NFL",12,2,0,"Lost Conf",398,283,115,"Sherman",2,1,4,6,3,4,14,0.857142857142857,8.21428571428571,0.846153846153846,1.03681572116776
"nyg",1961,"NFL",10,3,1,"Lost Conf",368,220,148,"Sherman",2,5,1,4,2,4,14,0.714285714285714,10.5714285714286,0.923076923076923,1.13387651605866
"nyg",1960,"NFL",6,4,2,"",271,261,10,"Howell",6,7,8,3,7,3,13,0.5,0.833333333333333,0.5,0.113810652076112
"nyg",1959,"NFL",10,2,0,"Lost Conf",284,170,114,"Howell",2,3,1,1,2,1,12,0.833333333333333,9.5,0.909090909090909,1.31760493878144
"nyg",1958,"NFL",9,3,0,"Lost Conf",246,183,63,"Howell",9,10,1,4,5,7,12,0.75,5.25,0.636363636363636,0.629325267330483
"nyg",1957,"NFL",7,5,0,"",254,211,43,"Howell",5,4,3,4,3,3,12,0.583333333333333,3.58333333333333,0.818181818181818,0.716377279751308
"nyg",1956,"NFL",8,3,1,"Won Champ",264,197,67,"Howell",5,7,4,1,3,3,12,0.666666666666667,5.58333333333333,0.818181818181818,0.957427107756338
"nyg",1955,"NFL",6,5,1,"",267,223,44,"Howell",3,10,3,5,2,9,12,0.5,3.66666666666667,0.909090909090909,0.718656380517136
"nyg",1954,"NFL",7,5,0,"",293,184,109,"Howell",6,6,2,3,3,6,12,0.583333333333333,9.08333333333333,0.818181818181818,0.86716741872057
"nyg",1953,"NFL",3,9,0,"",179,277,-98,"Owen",12,11,9,8,9,10,12,0.25,-8.16666666666667,0.272727272727273,-0.774722812868238
"nyg",1952,"NFL",7,5,0,"",234,231,3,"Owen",10,10,5,8,6,9,12,0.583333333333333,0.25,0.545454545454545,0.0397582339470509
"nyg",1951,"NFL",9,2,1,"",254,161,93,"Owen",6,12,2,1,3,7,12,0.75,7.75,0.818181818181818,0.923413527883125
"nyg",1950,"NFL",10,2,0,"Lost Div",268,150,118,"Owen",6,11,3,2,3,5,13,0.833333333333333,9.83333333333333,0.833333333333333,1.05337754140037
"nyg",1949,"NFL",6,6,0,"",287,298,-11,"Owen",5,8,6,6,6,8,10,0.5,-0.916666666666667,0.444444444444444,-0.0843190424666835
"nyg",1948,"NFL",4,8,0,"",297,388,-91,"Owen",5,6,9,9,7,8,10,0.333333333333333,-7.58333333333333,0.333333333333333,-0.559115402644391
"nyg",1947,"NFL",2,8,2,"",190,309,-119,"Owen",9,9,9,5,10,8,10,0.166666666666667,-9.91666666666667,0,-1.20263611799676
"nyg",1946,"NFL",7,3,1,"Lost Conf",236,162,74,"Owen",4,5,3,7,2,7,10,0.636363636363636,6.72727272727273,0.888888888888889,0.669381684150519
"nyg",1945,"NFL",3,6,1,"",179,198,-19,"Owen",7,7,6,9,6,8,10,0.3,-1.9,0.444444444444444,-0.1853266585629
"nyg",1944,"NFL",8,1,1,"Lost Conf",206,75,131,"Owen",5,7,1,3,2,5,11,0.8,13.1,0.9,1.10257129262052
"nyg",1943,"NFL",6,3,1,"Lost Div",197,170,27,"Owen",5,5,3,5,4,5,10,0.6,2.7,0.666666666666667,0.277094725644315
"nyg",1942,"NFL",5,5,1,"",155,139,16,"Owen",5,9,4,5,5,8,10,0.454545454545455,1.45454545454545,0.555555555555556,0.10454496012802
"nyg",1941,"NFL",8,3,0,"Lost Conf",238,114,124,"Owen",3,6,1,1,3,6,10,0.727272727272727,11.2727272727273,0.777777777777778,0.869217600506381
"nyg",1940,"NFL",6,4,1,"",131,133,-2,"Owen",8,7,2,1,5,4,10,0.545454545454545,-0.181818181818182,0.555555555555556,-0.0239362231218735
"nyg",1939,"NFL",9,1,1,"Lost Conf",168,85,83,"Owen",5,7,1,2,3,6,10,0.818181818181818,7.54545454545455,0.777777777777778,0.731412390272245
"nyg",1938,"NFL",8,2,1,"Won Champ",194,79,115,"Owen",2,4,1,1,1,3,10,0.727272727272727,10.4545454545455,1,1.53456147396542
"nyg",1937,"NFL",6,3,2,"",128,109,19,"Owen",6,5,3,3,5,5,10,0.545454545454545,1.72727272727273,0.555555555555556,0.223898576311851
"nyg",1936,"NFL",5,6,1,"",115,163,-48,"Owen",5,4,7,6,5,6,9,0.416666666666667,-4,0.5,-0.421196474188944
"nyg",1935,"NFL",9,3,0,"Lost Conf",180,96,84,"Owen",4,4,1,2,3,4,9,0.75,7,0.75,0.929554961202272
"nyg",1934,"NFL",8,5,0,"Won Champ",147,107,40,"Owen",5,5,6,5,5,3,11,0.615384615384615,3.07692307692308,0.6,0.362056349024451
"nyg",1933,"NFL",11,3,0,"Lost Conf",244,101,143,"Owen",1,5,3,5,1,5,10,0.785714285714286,10.2142857142857,1,1.57858137128246
"nyg",1932,"NFL",4,6,2,"",93,113,-20,"Owen",4,2,5,1,4,2,8,0.333333333333333,-1.66666666666667,0.571428571428571,-0.303873239179172
"nyg",1931,"NFL",7,6,1,"",154,100,54,"Owen",5,1,4,1,4,1,10,0.5,3.85714285714286,0.666666666666667,0.685126940571282
"nyg",1930,"NFL",13,4,0,"",308,98,210,"Andrews,Friedman",1,1,3,1,1,1,11,0.764705882352941,12.3529411764706,1,2.42482263462869
"nyg",1929,"NFL",13,1,1,"",312,86,226,"Andrews",1,1,2,1,1,1,12,0.866666666666667,15.0666666666667,1,1.53007159496697
"nyg",1928,"NFL",4,7,2,"",79,136,-57,"Potteiger",8,1,6,1,6,1,10,0.307692307692308,-4.38461538461539,0.444444444444444,-0.6483694855059
"nyg",1927,"NFL",11,1,1,"Won Champ",197,20,177,"Potteiger",2,1,1,1,1,1,12,0.846153846153846,13.6153846153846,1,1.78545906982455
"nyg",1926,"NFL",8,4,1,"",147,51,96,"Alexander",4,1,3,1,4,1,22,0.615384615384615,7.38461538461539,0.857142857142857,1.29466972249915
"nyg",1925,"NFL",8,4,0,"",122,67,55,"Folwell",5,1,5,1,4,1,20,0.666666666666667,4.58333333333333,0.842105263157895,0.967608803881266
"nyj",2013,"NFL",5,4,0,"",169,231,-62,"Ryan",27,21,21,7,27,12,32,0.555555555555556,-6.88888888888889,0.161290322580645,-0.922681796130611
"nyj",2012,"NFL",6,10,0,"",281,375,-94,"Ryan",28,30,20,8,26,23,32,0.375,-5.875,0.193548387096774,-0.844087829147569
"nyj",2011,"NFL",8,8,0,"",377,363,14,"Ryan",13,25,20,5,15,15,32,0.5,0.875,0.548387096774194,0.127036889898285
"nyj",2010,"NFL",11,5,0,"Lost Conf",367,304,63,"Ryan",13,11,6,3,8,6,32,0.6875,3.9375,0.774193548387097,0.649614837817328
"nyj",2009,"NFL",9,7,0,"Lost Conf",348,236,112,"Ryan",17,20,1,1,7,5,32,0.5625,7,0.806451612903226,0.938745033689641
"nyj",2008,"NFL",9,7,0,"",405,356,49,"Mangini",9,16,18,16,12,20,32,0.5625,3.0625,0.645161290322581,0.457028644296461
"nyj",2007,"NFL",4,12,0,"",268,355,-87,"Mangini",25,26,19,18,22,22,32,0.25,-5.4375,0.32258064516129,-0.747960456490502
"nyj",2006,"NFL",10,6,0,"Lost WC",316,295,21,"Mangini",18,25,6,20,12,22,32,0.625,1.3125,0.645161290322581,0.226955057122265
"nyj",2005,"NFL",4,12,0,"",240,355,-115,"Edwards",29,31,23,12,28,29,32,0.25,-7.1875,0.129032258064516,-1.0863131317912
"nyj",2004,"NFL",10,6,0,"Lost Div",333,261,72,"Edwards",17,12,4,7,8,6,32,0.625,4.5,0.774193548387097,0.787808170103704
"nyj",2003,"NFL",6,10,0,"",283,299,-16,"Edwards",23,19,8,21,18,22,32,0.375,-1,0.451612903225806,-0.162242942473061
"nyj",2002,"NFL",9,7,0,"Lost Div",359,336,23,"Edwards",15,22,14,24,16,23,32,0.5625,1.4375,0.516129032258065,0.259223646529145
"nyj",2001,"NFL",10,6,0,"Lost WC",308,295,13,"Edwards",17,24,12,19,12,22,31,0.625,0.8125,0.633333333333333,0.132556021495938
"nyj",2000,"NFL",9,7,0,"",321,321,0,"Groh",17,12,13,10,18,11,31,0.5625,0,0.433333333333333,0
"nyj",1999,"NFL",8,8,0,"",308,309,-1,"Parcells",19,25,9,21,17,27,31,0.5,-0.0625,0.466666666666667,-0.0093391893883104
"nyj",1998,"NFL",12,4,0,"Lost Conf",416,266,150,"Parcells",5,4,2,7,5,5,30,0.75,9.375,0.862068965517241,1.3473058056835
"nyj",1997,"NFL",9,7,0,"",348,287,61,"Parcells",12,22,6,24,9,26,30,0.5625,3.8125,0.724137931034483,0.688594731794477
"nyj",1996,"NFL",1,15,0,"",279,454,-175,"Kotite",27,11,29,27,30,21,30,0.0625,-10.9375,0,-1.8554348599624
"nyj",1995,"NFL",3,13,0,"",233,384,-151,"Kotite",30,30,26,6,30,25,30,0.1875,-9.4375,0,-1.78118214996569
"nyj",1994,"NFL",6,10,0,"",264,320,-56,"Carroll",25,22,14,22,21,25,28,0.375,-3.5,0.259259259259259,-0.658413572462281
"nyj",1993,"NFL",8,8,0,"",270,247,23,"Coslet",21,9,6,8,12,6,28,0.5,1.4375,0.592592592592593,0.254881656866824
"nyj",1992,"NFL",4,12,0,"",220,315,-95,"Coslet",25,20,18,16,25,18,28,0.25,-5.9375,0.111111111111111,-0.935175474263741
"nyj",1991,"NFL",8,8,0,"Lost WC",314,293,21,"Coslet",11,6,10,12,13,9,28,0.5,1.3125,0.555555555555556,0.186838633932415
"nyj",1990,"NFL",6,10,0,"",295,345,-50,"Coslet",19,16,17,23,20,22,28,0.375,-3.125,0.296296296296296,-0.478765127344063
"nyj",1989,"NFL",4,12,0,"",253,411,-158,"Walton",26,17,25,27,26,24,28,0.25,-9.875,0.0740740740740741,-1.60393463581978
"nyj",1988,"NFL",8,7,1,"",372,354,18,"Walton",6,13,21,23,12,21,28,0.5,1.125,0.592592592592593,0.227971924593972
"nyj",1987,"NFL",6,9,0,"",334,360,-26,"Walton",14,20,20,19,17,19,28,0.4,-1.73333333333333,0.407407407407407,-0.287055851432135
"nyj",1986,"NFL",10,6,0,"Lost Div",364,386,-22,"Walton",11,11,22,26,17,24,28,0.625,-1.375,0.407407407407407,-0.225030223030602
"nyj",1985,"NFL",11,5,0,"Lost WC",393,264,129,"Walton",7,4,3,8,3,3,28,0.6875,8.0625,0.925925925925926,1.24227905165083
"nyj",1984,"NFL",7,9,0,"",332,364,-32,"Walton",15,16,20,21,18,21,28,0.4375,-2,0.37037037037037,-0.270655653962276
"nyj",1983,"NFL",7,9,0,"",313,331,-18,"Walton",19,11,10,13,16,13,28,0.4375,-1.125,0.444444444444444,-0.204437929197886
"nyj",1982,"NFL",6,3,0,"Lost Conf",245,166,79,"Michaels",3,4,10,6,2,3,28,0.666666666666667,8.77777777777778,0.962962962962963,1.4422114379256
"nyj",1981,"NFL",10,5,1,"Lost WC",355,287,68,"Michaels",9,15,8,5,9,9,28,0.625,4.25,0.703703703703704,0.713225678931226
"nyj",1980,"NFL",4,12,0,"",302,395,-93,"Michaels",18,20,24,22,23,25,28,0.25,-5.8125,0.185185185185185,-0.949532683935294
"nyj",1979,"NFL",8,8,0,"",337,383,-46,"Michaels",13,9,25,26,19,22,28,0.5,-2.875,0.333333333333333,-0.597523918836076
"nyj",1978,"NFL",8,8,0,"",359,364,-5,"Michaels",3,12,27,27,10,25,28,0.5,-0.3125,0.666666666666667,-0.0647233499779714
"nyj",1977,"NFL",3,11,0,"",191,300,-109,"Michaels",22,19,24,26,25,26,28,0.214285714285714,-7.78571428571429,0.111111111111111,-1.2370458775343
"nyj",1976,"NFL",3,11,0,"",169,383,-214,"Holtz,Holovak",26,25,26,25,27,26,28,0.214285714285714,-15.2857142857143,0.0370370370370371,-1.65730912566809
"nyj",1975,"NFL",3,11,0,"",258,433,-175,"Winner,Shipp",14,14,26,26,24,25,26,0.214285714285714,-12.5,0.08,-1.40885149929061
"nyj",1974,"NFL",7,7,0,"",279,300,-21,"Winner",11,13,24,19,17,16,26,0.5,-1.5,0.36,-0.239359490780895
"nyj",1973,"NFL",4,10,0,"",240,306,-66,"Ewbank",17,16,17,16,18,16,26,0.285714285714286,-4.71428571428571,0.32,-0.523965324015653
"nyj",1972,"NFL",7,7,0,"",367,324,43,"Ewbank",2,2,19,22,12,14,26,0.5,3.07142857142857,0.56,0.360071876663653
"nyj",1971,"NFL",6,8,0,"",212,299,-87,"Ewbank",23,26,19,19,22,24,26,0.428571428571429,-6.21428571428571,0.16,-0.879170092734186
"nyj",1970,"NFL",4,10,0,"",255,286,-31,"Ewbank",17,14,18,5,18,9,26,0.285714285714286,-2.21428571428571,0.32,-0.309379388657032
"nyj",1969,"AFL",10,4,0,"Lost Div",353,269,84,"Ewbank",3,4,3,4,3,4,10,0.714285714285714,6,0.777777777777778,0.806179160375722
"nyj",1968,"AFL",11,3,0,"Won SB",419,280,139,"Ewbank",2,3,4,1,3,1,10,0.785714285714286,9.92857142857143,0.777777777777778,0.98487383188367
"nyj",1967,"AFL",8,5,1,"",371,329,42,"Ewbank",3,1,5,3,4,2,9,0.571428571428571,3,0.625,0.345570762283088
"nyj",1966,"AFL",6,6,2,"",322,312,10,"Ewbank",5,2,6,4,6,4,9,0.428571428571429,0.714285714285714,0.375,0.0825807693818706
"nyj",1965,"AFL",5,8,1,"",285,303,-18,"Ewbank",7,4,6,5,5,4,8,0.357142857142857,-1.28571428571429,0.428571428571429,-0.216375210829983
"nyj",1964,"AFL",5,8,1,"",278,315,-37,"Ewbank",7,7,5,6,5,7,8,0.357142857142857,-2.64285714285714,0.428571428571429,-0.373391936312788
"nyj",1963,"AFL",5,8,1,"",249,399,-150,"Ewbank",8,8,7,8,7,8,8,0.357142857142857,-10.7142857142857,0.142857142857143,-1.26913078754824
"nyj",1962,"AFL",5,9,0,"",278,423,-145,"Turner",7,7,8,7,7,7,8,0.357142857142857,-10.3571428571429,0.142857142857143,-1.30728938755935
"nyj",1961,"AFL",7,7,0,"",301,390,-89,"Baugh",5,5,6,7,6,7,8,0.5,-6.35714285714286,0.285714285714286,-0.68185817519744
"nyj",1960,"AFL",7,7,0,"",382,399,-17,"Baugh",1,2,8,5,5,3,8,0.5,-1.21428571428571,0.428571428571429,-0.193478108529391
"rai",2013,"NFL",3,5,0,"",146,199,-53,"Allen",28,14,19,18,26,19,32,0.375,-6.625,0.193548387096774,-0.788744116047135
"rai",2012,"NFL",4,12,0,"",290,443,-153,"Allen",26,18,28,18,29,17,32,0.25,-9.5625,0.0967741935483871,-1.37388763680402
"rai",2011,"NFL",8,8,0,"",359,433,-74,"Jackson",16,9,29,29,23,18,32,0.5,-4.625,0.290322580645161,-0.671480703748075
"rai",2010,"NFL",8,8,0,"",410,371,39,"Cable",6,10,20,11,14,9,32,0.5,2.4375,0.580645161290323,0.402142518648822
"rai",2009,"NFL",5,11,0,"",197,379,-182,"Cable",31,31,23,26,30,31,32,0.3125,-11.375,0.0645161290322581,-1.52546067974567
"rai",2008,"NFL",5,11,0,"",263,388,-125,"Cable,Kiffin",29,29,24,27,28,29,32,0.3125,-7.8125,0.129032258064516,-1.16588939871546
"rai",2007,"NFL",4,12,0,"",283,398,-115,"Kiffin",23,25,26,22,28,26,32,0.25,-7.1875,0.129032258064516,-0.988683362027675
"rai",2006,"NFL",2,14,0,"",168,332,-164,"Shell",32,32,18,3,32,26,32,0.125,-10.25,0,-1.77241092228817
"rai",2005,"NFL",4,12,0,"",290,383,-93,"Turner",23,21,25,27,26,24,32,0.25,-5.8125,0.193548387096774,-0.87849670657897
"rai",2004,"NFL",5,11,0,"",320,442,-122,"Turner",18,17,31,30,31,29,32,0.3125,-7.625,0.032258064516129,-1.33489717712017
"rai",2003,"NFL",4,12,0,"",270,379,-109,"Callahan",26,25,25,30,26,30,32,0.25,-6.8125,0.193548387096774,-1.10528004559773
"rai",2002,"NFL",11,5,0,"Lost SB",450,304,146,"Callahan",2,1,6,11,3,2,32,0.6875,9.125,0.935483870967742,1.6455066257937
"rai",2001,"NFL",10,6,0,"Lost Div",399,327,72,"Gruden",4,7,19,18,8,9,31,0.625,4.5,0.766666666666667,0.734156426746736
"rai",2000,"NFL",12,4,0,"Lost Conf",479,299,180,"Gruden",3,6,9,17,1,12,31,0.75,11.25,1,1.54228943302915
"rai",1999,"NFL",8,8,0,"",390,329,61,"Gruden",8,5,16,10,10,4,31,0.5,3.8125,0.7,0.569690552686934
"rai",1998,"NFL",8,8,0,"",288,356,-68,"Gruden",22,18,20,5,21,12,30,0.5,-4.25,0.310344827586207,-0.610778631909851
"rai",1997,"NFL",4,12,0,"",324,419,-95,"Bugel",17,13,28,30,26,30,30,0.25,-5.9375,0.137931034482759,-1.0724016314832
"rai",1996,"NFL",7,9,0,"",340,293,47,"White",12,8,8,8,9,7,30,0.4375,2.9375,0.724137931034483,0.49831679096133
"rai",1995,"NFL",8,8,0,"",348,332,16,"White",15,11,10,11,12,10,30,0.5,1,0.620689655172414,0.188734532446696
"rai",1994,"NFL",9,7,0,"",303,327,-24,"Shell",19,19,17,10,15,14,28,0.5625,-1.5,0.481481481481482,-0.282177245340978
"rai",1993,"NFL",10,6,0,"Lost Div",306,326,-20,"Shell",14,13,21,9,18,10,28,0.625,-1.25,0.37037037037037,-0.221636223362456
"rai",1992,"NFL",7,9,0,"",249,281,-32,"Shell",23,23,11,9,15,14,28,0.4375,-2,0.481481481481482,-0.315006475541471
"rai",1991,"NFL",9,7,0,"Lost WC",298,297,1,"Shell",15,23,12,21,15,24,28,0.5625,0.0625,0.481481481481482,0.0088970778063055
"rai",1990,"NFL",12,4,0,"Lost Conf",337,268,69,"Shell",13,19,7,4,9,13,28,0.75,4.3125,0.703703703703704,0.660695875734807
"rai",1989,"NFL",8,8,0,"",315,297,18,"Shell,Shanahan",18,19,10,10,13,16,28,0.5,1.125,0.555555555555556,0.182726730663013
"rai",1988,"NFL",7,9,0,"",325,369,-44,"Shanahan",16,19,23,19,18,21,28,0.4375,-2.75,0.37037037037037,-0.557264704563043
"rai",1987,"NFL",5,10,0,"",301,289,12,"Flores",17,7,8,5,11,3,28,0.333333333333333,0.8,0.62962962962963,0.132487316045601
"rai",1986,"NFL",8,8,0,"",323,346,-23,"Flores",16,14,19,3,18,6,28,0.5,-1.4375,0.37037037037037,-0.235258869531993
"rai",1985,"NFL",12,4,0,"Lost Div",354,308,46,"Flores",12,11,9,4,9,5,28,0.75,2.875,0.703703703703704,0.442983227720451
"rai",1984,"NFL",11,5,0,"Lost WC",368,278,90,"Flores",9,15,4,3,6,5,28,0.6875,5.625,0.814814814814815,0.761219026768902
"rai",1983,"NFL",12,4,0,"Won SB",442,338,104,"Flores",3,7,13,4,5,2,28,0.75,6.5,0.851851851851852,1.18119692425445
"rai",1982,"NFL",8,1,0,"Lost Div",260,200,60,"Flores",2,10,22,22,6,16,28,0.888888888888889,6.66666666666667,0.814814814814815,1.095350459184
"rai",1981,"NFL",7,9,0,"",273,343,-70,"Flores",25,21,15,21,22,21,28,0.4375,-4.375,0.222222222222222,-0.734202904782145
"rai",1980,"NFL",11,5,0,"Won SB",364,306,58,"Flores",7,16,10,11,9,13,28,0.6875,3.625,0.703703703703704,0.592181673852119
"rai",1979,"NFL",9,7,0,"",365,337,28,"Flores",7,11,17,21,11,20,28,0.5625,1.75,0.62962962962963,0.363710211465438
"rai",1978,"NFL",9,7,0,"",311,283,28,"Madden",10,10,10,16,8,10,28,0.5625,1.75,0.740740740740741,0.36245075987664
"rai",1977,"NFL",11,3,0,"Lost Conf",351,230,121,"Madden",1,2,14,15,4,4,28,0.785714285714286,8.64285714285714,0.888888888888889,1.37323441451056
"rai",1976,"NFL",13,1,0,"Won SB",350,237,113,"Madden",4,2,12,18,7,7,28,0.928571428571429,8.07142857142857,0.777777777777778,0.875121173834086
"rai",1975,"NFL",11,3,0,"Lost Conf",375,255,120,"Madden",4,4,7,3,6,2,26,0.785714285714286,8.57142857142857,0.8,0.96606959951356
"rai",1974,"NFL",12,2,0,"Lost Conf",355,228,127,"Madden",1,2,9,16,1,7,26,0.857142857142857,9.07142857142857,1,1.44755501567494
"rai",1973,"NFL",9,4,1,"Lost Conf",292,175,117,"Madden",10,3,3,2,7,2,26,0.642857142857143,8.35714285714286,0.76,0.928847619845931
"rai",1972,"NFL",10,3,1,"Lost Div",365,248,117,"Madden",3,3,8,12,4,2,26,0.714285714285714,8.35714285714286,0.88,0.97973045510808
"rai",1971,"NFL",8,4,2,"",344,278,66,"Madden",2,7,14,16,8,13,26,0.571428571428571,4.71428571428571,0.72,0.66695662207421
"rai",1970,"NFL",8,4,2,"Lost Conf",300,293,7,"Madden",9,1,19,19,13,4,26,0.571428571428571,0.5,0.52,0.0698598619548137
"rai",1969,"AFL",12,1,1,"Lost Conf",377,242,135,"Madden",1,1,2,2,2,2,10,0.857142857142857,9.64285714285714,0.888888888888889,1.29564507917527
"rai",1968,"AFL",12,2,0,"Lost Conf",453,233,220,"Rauch",1,1,2,3,1,2,10,0.857142857142857,15.7142857142857,1,1.55879311521156
"rai",1967,"AFL",13,1,0,"Lost SB",468,233,235,"Rauch",1,3,2,1,1,1,9,0.928571428571429,16.7857142857143,1,1.9335506937268
"rai",1966,"AFL",8,5,1,"",315,288,27,"Rauch",6,4,5,1,5,2,9,0.571428571428571,1.92857142857143,0.5,0.222968077331051
"rai",1965,"AFL",8,5,1,"",298,239,59,"Davis",5,5,3,4,3,5,8,0.571428571428571,4.21428571428571,0.714285714285714,0.709229857720501
"rai",1964,"AFL",5,7,2,"",303,350,-47,"Davis",6,2,6,5,7,5,8,0.357142857142857,-3.35714285714286,0.142857142857143,-0.474308675856785
"rai",1963,"AFL",10,4,0,"",363,282,81,"Davis",2,3,4,2,3,3,8,0.714285714285714,5.78571428571429,0.714285714285714,0.685330625276047
"rai",1962,"AFL",1,13,0,"",213,370,-157,"Conkright,Feldman",8,8,6,8,8,8,8,0.0714285714285714,-11.2142857142857,0,-1.41547885411598
"rai",1961,"AFL",2,12,0,"",237,458,-221,"Feldman,Erdelatz",8,8,8,8,8,8,8,0.142857142857143,-15.7857142857143,0,-1.69315344627679
"rai",1960,"AFL",6,8,0,"",319,388,-69,"Erdelatz",5,4,6,7,7,6,8,0.428571428571429,-4.92857142857143,0.142857142857143,-0.785293499325176
"phi",2013,"NFL",4,5,0,"",225,231,-6,"Kelly",13,4,21,32,17,16,32,0.444444444444444,-0.666666666666667,0.483870967741935,-0.0892917867223172
"phi",2012,"NFL",4,12,0,"",280,444,-164,"Reid",29,15,29,15,30,12,32,0.25,-10.25,0.0645161290322581,-1.4726638721298
"phi",2011,"NFL",8,8,0,"",396,328,68,"Reid",8,4,10,8,9,4,32,0.5,4.25,0.741935483870968,0.617036322363096
"phi",2010,"NFL",10,6,0,"Lost WC",439,377,62,"Reid",3,2,21,12,9,5,32,0.625,3.875,0.741935483870968,0.639303491185307
"phi",2009,"NFL",11,5,0,"Lost WC",429,337,92,"Reid",5,11,19,12,10,11,32,0.6875,5.75,0.709677419354839,0.771111991959348
"phi",2008,"NFL",9,6,1,"Lost Conf",416,289,127,"Reid",6,9,4,3,4,1,32,0.5625,7.9375,0.903225806451613,1.18454362909491
"phi",2007,"NFL",8,8,0,"",336,300,36,"Reid",17,6,9,10,11,7,32,0.5,2.25,0.67741935483871,0.309500878547794
"phi",2006,"NFL",10,6,0,"Lost Div",398,328,70,"Reid",6,2,15,15,8,5,32,0.625,4.375,0.774193548387097,0.756516857074217
"phi",2005,"NFL",6,10,0,"",310,388,-78,"Reid",18,19,27,23,24,23,32,0.375,-4.875,0.258064516129032,-0.736803689388813
"phi",2004,"NFL",13,3,0,"Lost SB",386,260,126,"Reid",8,9,2,10,4,9,32,0.8125,7.875,0.903225806451613,1.37866429768148
"phi",2003,"NFL",12,4,0,"Lost Conf",374,287,87,"Reid",11,18,7,20,8,20,32,0.75,5.4375,0.774193548387097,0.88219599969727
"phi",2002,"NFL",12,4,0,"Lost Conf",415,241,174,"Reid",4,10,2,4,1,6,32,0.75,10.875,1,1.96108323895962
"phi",2001,"NFL",11,5,0,"Lost Conf",343,208,135,"Reid",9,17,2,7,3,11,31,0.6875,8.4375,0.933333333333333,1.37654330015013
"phi",2000,"NFL",11,5,0,"Lost Div",351,245,106,"Reid",12,17,4,10,6,17,31,0.6875,6.625,0.833333333333333,0.908237110561612
"phi",1999,"NFL",5,11,0,"",272,357,-85,"Reid",25,30,22,24,25,30,31,0.3125,-5.3125,0.2,-0.793831098006384
"phi",1998,"NFL",3,13,0,"",161,344,-183,"Rhodes",30,30,19,17,29,27,30,0.1875,-11.4375,0.0344827586206896,-1.64371308293387
"phi",1997,"NFL",6,9,1,"",317,372,-55,"Rhodes",19,5,24,13,22,7,30,0.375,-3.4375,0.275862068965517,-0.620864102437643
"phi",1996,"NFL",10,6,0,"Lost WC",363,341,22,"Rhodes",9,4,21,5,12,3,30,0.625,1.375,0.620689655172414,0.233254668109559
"phi",1995,"NFL",10,6,0,"Lost Div",318,338,-20,"Rhodes",21,25,15,4,18,13,30,0.625,-1.25,0.413793103448276,-0.23591816555837
"phi",1994,"NFL",7,9,0,"",308,308,0,"Kotite",17,14,11,4,12,9,28,0.4375,0,0.592592592592593,0
"phi",1993,"NFL",8,8,0,"",293,315,-22,"Kotite",17,15,19,17,19,18,28,0.5,-1.375,0.333333333333333,-0.243799845698701
"phi",1992,"NFL",11,5,0,"Lost Div",354,245,109,"Kotite",5,7,6,6,5,8,28,0.6875,6.8125,0.851851851851852,1.07299080731313
"phi",1991,"NFL",10,6,0,"",285,244,41,"Kotite",18,25,5,1,9,6,28,0.625,2.5625,0.703703703703704,0.364780190058525
"phi",1990,"NFL",10,6,0,"Lost WC",396,299,97,"Ryan",3,3,12,12,6,3,28,0.625,6.0625,0.814814814814815,0.928804347047483
"phi",1989,"NFL",11,5,0,"Lost WC",342,274,68,"Ryan",13,12,5,8,11,10,28,0.6875,4.25,0.62962962962963,0.690300982504714
"phi",1988,"NFL",10,6,0,"Lost Div",379,319,60,"Ryan",5,10,14,27,7,19,28,0.625,3.75,0.777777777777778,0.759906415313241
"phi",1987,"NFL",7,8,0,"",337,380,-43,"Ryan",12,10,25,23,20,17,28,0.466666666666667,-2.86666666666667,0.296296296296296,-0.47474621583007
